label,rank_count,total_tasks,compute_s_max,compute_s_min,compute_s_avg,comm_s_total,idle_s_total,idle_gap_ratio,load_balance_pass
nonblocking_grid_5x4,12,12000,45.376066,20.860821,32.155246,164.678324,158.649843,0.540268,NO
