label,rank_count,total_tasks,compute_s_max,compute_s_min,compute_s_avg,comm_s_total,idle_s_total,idle_gap_ratio,load_balance_pass
grid_4x3,12,1800,16.329057,3.113977,6.374973,154.944093,119.449017,0.809298,NO
