label,rank_count,total_tasks,compute_s_max,compute_s_min,compute_s_avg,comm_s_total,idle_s_total,idle_gap_ratio,load_balance_pass
grid_1x1,12,150,1.367280,0.221360,0.482689,47.416839,10.615090,0.838102,NO
