frame_id,tile_id,rank,x1,y1,x2,y2,conf,cls
5,8,0,628.1260,223.2502,645.1860,273.5552,0.7477,0
5,6,2,365.6865,236.9378,384.3614,286.1445,0.6247,0
5,14,2,914.4742,239.3739,941.4853,321.2092,0.3694,0
6,13,1,689.2401,208.2245,763.6542,394.8337,0.8514,0
6,11,3,292.3442,222.2593,337.1948,354.6530,0.7879,0
6,11,3,218.1886,221.0468,283.2925,361.3378,0.7732,0
6,8,0,628.2635,222.9668,644.8848,273.4871,0.7461,0
6,14,2,742.8128,214.7889,804.1653,390.5807,0.6740,0
6,6,2,365.4657,235.6351,384.3934,285.9262,0.6729,0
6,14,2,912.1135,239.6934,940.0821,319.6315,0.5131,0
6,14,2,926.7735,244.2749,955.0393,328.6731,0.4009,0
7,13,1,695.9788,210.2424,764.9384,396.1176,0.8332,0
7,11,3,219.1324,220.7060,284.0996,360.8313,0.7882,0
7,11,3,291.5823,222.4504,337.6878,355.1526,0.7765,0
7,14,2,745.8530,211.4905,801.1768,386.1733,0.7661,0
7,8,0,628.0803,222.6628,644.4832,273.5984,0.7461,0
7,6,2,365.5875,237.6794,384.4046,285.7981,0.6519,0
7,14,2,911.8036,238.5282,942.6312,320.4873,0.4826,0
7,8,0,687.2263,215.0264,712.6166,280.9763,0.4718,0
7,11,3,324.5050,228.8405,359.3263,324.0132,0.3859,0
8,8,0,702.2803,204.8227,768.3685,398.1415,0.8844,0
8,11,3,219.4368,220.6810,284.5335,360.9871,0.7905,0
8,11,3,292.2853,222.3042,336.5582,354.8838,0.7802,0
8,8,0,627.7441,222.8125,644.0707,273.5745,0.7785,0
8,14,2,745.7233,210.3157,802.3358,386.1715,0.7739,0
8,6,2,365.6107,238.0024,384.1624,285.8137,0.6418,0
8,8,0,687.3324,216.5021,711.3444,281.2345,0.6131,0
8,11,3,322.6810,229.4666,358.0854,325.0026,0.4453,0
8,14,2,911.3337,238.3547,941.7771,320.0964,0.3658,0
9,8,0,710.3833,202.9905,771.0937,394.3100,0.8712,0
9,11,3,219.7291,220.6909,285.7646,361.0618,0.7956,0
9,11,3,291.9490,222.2003,337.2170,355.6163,0.7811,0
9,14,2,755.6199,210.5916,807.6559,386.9577,0.7642,0
9,8,0,627.9298,222.7182,644.2825,273.5244,0.7551,0
9,6,2,365.5722,236.7307,384.1645,286.1183,0.6425,0
9,8,0,688.1927,216.4601,713.5263,280.5598,0.4446,0
9,11,3,322.9976,229.9765,359.5807,325.0459,0.3805,0
9,14,2,911.5321,237.5437,949.6821,320.0158,0.3526,0
10,8,0,714.5733,205.9843,775.2311,395.4496,0.8700,0
10,11,3,291.9100,222.2681,336.9559,355.3817,0.7974,0
10,11,3,220.3094,220.4366,285.1133,361.1609,0.7926,0
10,14,2,765.8510,211.3727,810.9505,387.8177,0.7495,0
10,8,0,628.0185,222.3744,643.9729,273.5687,0.7411,0
10,6,2,365.7194,237.3449,383.9603,286.4825,0.6409,0
10,8,0,688.8201,216.3550,717.6252,279.6113,0.5911,0
10,11,3,325.0767,229.4027,360.8423,325.6362,0.5007,0
10,7,3,507.3052,217.8621,528.3220,264.4397,0.4262,0
11,8,0,721.0556,205.6383,780.8204,394.7173,0.8143,0
11,14,2,768.7333,211.0945,816.2911,391.2874,0.8043,0
11,11,3,292.1504,222.3206,337.8930,355.4122,0.7868,0
11,11,3,221.0618,222.1534,283.5153,361.9347,0.7739,0
11,8,0,627.6788,222.5042,642.1265,272.8228,0.7112,0
11,6,2,365.7728,237.5166,383.8806,286.8133,0.6355,0
11,8,0,690.5865,214.3456,719.9601,279.2668,0.4722,0
11,11,3,325.0933,230.2064,359.6071,325.0073,0.3991,0
11,14,2,912.4832,236.0637,942.7897,320.8499,0.3551,0
12,11,3,292.3812,222.2149,338.0500,355.4426,0.8007,0
12,8,0,628.0046,222.3961,643.8714,272.5707,0.7906,0
12,14,2,767.3482,208.3779,821.5580,390.5492,0.7847,0
12,11,3,221.7779,219.5026,292.9087,362.8277,0.7756,0
12,13,1,725.9432,207.5762,783.9650,398.8679,0.7401,0
12,6,2,365.5592,236.6673,383.4972,287.6888,0.6302,0
12,7,3,466.7235,217.7007,483.6911,257.5357,0.3509,0
13,13,1,727.0576,206.9125,795.0977,400.9196,0.8089,0
13,11,3,292.6238,222.3556,337.6284,354.7579,0.8027,0
13,8,0,627.8394,222.3478,643.9465,272.4165,0.7922,0
13,11,3,222.1964,221.5797,284.0090,363.3327,0.7712,0
13,14,2,774.9159,210.8416,839.6247,390.6465,0.7067,0
13,6,2,365.3838,237.3885,383.5355,287.3976,0.6292,0
13,14,2,921.5644,235.9013,956.2761,327.9509,0.3541,0
14,11,3,292.7002,222.3149,337.6522,355.0195,0.8016,0
14,8,0,628.1976,222.8048,644.1137,272.7557,0.7959,0
14,14,2,782.2873,212.1054,854.1238,392.5789,0.7926,0
14,13,1,727.3916,210.1324,803.8771,401.9972,0.7850,0
14,11,3,221.9916,220.8134,285.2646,364.0622,0.7850,0
14,6,2,365.4340,237.6668,383.2965,287.3742,0.6007,0
14,11,3,330.4601,228.5071,362.8471,323.7441,0.4941,0
14,7,3,466.4153,217.5729,483.6324,258.0768,0.4538,0
15,11,3,292.6401,222.0819,337.7732,354.8228,0.8244,0
15,11,3,221.5258,221.1581,285.8466,364.4994,0.7989,0
15,8,0,628.2000,223.0836,643.3021,272.8648,0.7831,0
15,14,2,727.3286,206.4922,814.2273,402.3098,0.7542,0
15,14,2,777.5797,212.0848,865.2364,399.6428,0.6775,0
15,6,2,364.7839,237.2260,383.1285,287.6125,0.6049,0
15,11,3,330.0657,227.8599,360.9113,325.6445,0.4905,0
15,7,3,466.6891,217.4456,483.6619,258.2295,0.4574,0
15,8,0,696.8070,215.6889,718.9177,278.6819,0.4193,0
16,14,2,727.4652,206.0000,814.6822,401.1071,0.8253,0
16,11,3,292.4925,222.4516,337.7861,354.7466,0.8130,0
16,11,3,221.9524,221.4577,285.5030,365.1744,0.7894,0
16,8,0,627.8464,222.2913,643.2311,272.8492,0.7643,0
16,14,2,782.3989,212.8079,872.9675,397.6031,0.7461,0
16,6,2,364.4831,236.9600,382.5464,288.6412,0.6426,0
16,11,3,331.1570,227.6852,361.1131,323.7411,0.5174,0
16,8,0,696.7182,215.2358,719.3395,279.0342,0.4519,0
16,7,3,466.9966,217.2254,483.3407,257.8527,0.4394,0
17,14,2,728.2661,212.4632,830.3041,403.2151,0.8574,0
17,11,3,222.5089,222.2595,285.6584,364.8660,0.7996,0
17,11,3,292.2486,222.2821,338.1758,354.5116,0.7968,0
17,14,2,792.3090,215.2761,876.5913,399.8857,0.7937,0
17,8,0,627.8882,222.5926,643.2798,272.8641,0.7544,0
17,6,2,364.3523,237.6454,381.4576,288.6474,0.6126,0
17,11,3,331.5954,226.8647,361.1928,322.3445,0.5290,0
17,7,3,466.7071,217.2438,483.3868,258.2235,0.4956,0
17,7,3,540.7763,223.8465,566.5755,297.8019,0.3770,0
18,14,2,729.0377,207.1377,840.1847,406.8827,0.8580,0
18,8,0,627.4427,222.7224,643.3542,272.4492,0.7944,0
18,11,3,292.6040,222.7074,339.1678,355.5121,0.7914,0
18,11,3,224.3189,221.8689,285.2623,364.3764,0.7776,0
18,14,2,796.4713,222.6282,876.3068,399.9147,0.7419,0
18,7,3,466.5621,216.8910,483.4576,258.7094,0.5132,0
18,6,2,364.1959,237.4302,381.8352,289.0906,0.4965,0
18,11,3,331.7801,227.3723,362.1505,325.6638,0.4669,0
18,8,0,695.4172,213.8523,722.4297,280.1657,0.4139,0
18,7,3,541.1684,223.9436,566.7595,298.0429,0.3681,0
19,14,2,729.5475,207.7489,850.8817,410.1671,0.8571,0
19,11,3,292.8597,223.3245,341.4907,354.5975,0.7959,0
19,11,3,226.7119,221.7370,285.5805,365.8495,0.7941,0
19,8,0,627.0439,222.5022,643.0272,272.3598,0.7865,0
19,14,2,802.8679,220.2699,877.1341,400.6489,0.6403,0
19,7,3,466.5482,216.9489,483.4977,258.6365,0.4469,0
19,6,2,363.5096,236.9414,382.8461,288.9108,0.4259,0
19,8,0,700.7907,214.7798,724.7982,278.9325,0.4016,0
19,7,3,540.8735,223.9374,566.9135,298.1898,0.3743,0
20,14,2,730.5477,206.9824,855.8851,412.0460,0.8836,0
20,11,3,227.8712,221.1366,285.3188,364.7765,0.8040,0
20,11,3,292.7619,223.0072,342.4132,355.1995,0.7962,0
20,8,0,627.1572,222.3151,643.2447,272.5829,0.7748,0
20,14,2,813.4125,213.4378,882.4552,399.7013,0.7096,0
20,7,3,466.5067,216.7740,483.3775,258.5451,0.4760,0
20,11,3,331.7462,228.6917,360.5853,324.5006,0.3812,0
20,6,2,361.5240,238.2817,383.9978,287.8241,0.3539,0
21,14,2,731.6150,206.0000,856.7732,411.9040,0.8554,0
21,11,3,292.7301,222.6273,343.5238,355.4843,0.8236,0
21,11,3,226.7313,221.4167,285.9746,366.3783,0.8040,0
21,8,0,626.7433,222.6782,643.1668,273.0046,0.7476,0
21,14,2,815.9687,212.8074,884.5181,398.9776,0.7339,0
21,7,3,466.5526,216.9878,483.3481,258.5534,0.5143,0
21,8,0,707.8147,217.8264,730.8122,278.8235,0.4812,0
21,7,3,542.7567,225.7499,566.5663,297.4295,0.4117,0
21,11,3,331.4663,227.5019,360.3862,323.6014,0.3635,0
22,11,3,293.7520,222.1076,344.6867,355.0555,0.8033,0
22,11,3,229.3852,222.1372,286.1370,365.7173,0.8027,0
22,9,1,735.4640,205.6106,850.1217,404.1997,0.7757,0
22,8,0,626.1135,222.5772,642.9989,272.8729,0.7455,0
22,14,2,816.0313,212.8189,884.2726,399.1065,0.6553,0
22,7,3,466.2903,216.5579,483.3944,258.5359,0.4798,0
22,7,3,542.3008,223.6878,567.3260,297.4495,0.4240,0
22,8,0,708.8873,221.7181,735.6314,278.8109,0.4186,0
23,11,3,293.5511,222.1355,344.8543,355.1562,0.8345,0
23,9,1,737.9205,204.9752,855.6996,408.6353,0.8170,0
23,11,3,233.7142,221.6869,286.6342,366.1967,0.8107,0
23,8,0,625.8626,222.3298,642.3732,272.8269,0.7322,0
23,14,2,825.4177,210.5946,892.5482,398.3131,0.7289,0
23,7,3,541.8436,223.4813,567.5141,297.8839,0.4831,0
23,7,3,466.3925,217.0408,482.9258,258.4867,0.4535,0
23,8,0,707.5210,218.4306,739.1585,278.9064,0.3864,0
24,14,2,741.7088,203.4124,857.0051,411.8193,0.8597,0
24,11,3,293.1196,221.9649,345.6721,357.0005,0.8591,0
24,8,0,624.7020,222.6782,642.0098,272.2990,0.8161,0
24,11,3,234.1386,220.9700,289.3983,366.8587,0.8093,0
24,14,2,829.8103,210.5013,894.1207,401.4848,0.7646,0
24,7,3,466.6378,217.4222,482.6547,258.1660,0.4670,0
24,7,3,543.0343,224.6131,567.2585,296.8353,0.4152,0
25,11,3,294.0245,221.5960,344.5850,356.5794,0.8612,0
25,9,1,749.1124,203.8336,861.1721,412.5831,0.8314,0
25,8,0,624.7299,222.6234,642.0565,272.2516,0.8181,0
25,11,3,235.4448,221.4243,288.7816,366.9116,0.7911,0
25,14,2,833.3712,212.3410,893.5886,400.2296,0.6324,0
25,8,0,708.9069,222.2401,740.3349,279.3436,0.4470,0
25,7,3,542.4966,224.9401,567.2844,297.0265,0.4422,0
25,7,3,466.6292,217.4058,482.7502,258.0635,0.4176,0
26,11,3,294.1538,221.4397,343.7710,357.0342,0.8587,0
26,9,1,757.5445,204.0407,853.1561,409.8871,0.8405,0
26,11,3,234.2389,221.3157,288.6106,366.6788,0.8052,0
26,8,0,624.5642,222.6037,641.8497,272.1113,0.8044,0
26,14,2,835.2663,208.2396,892.0911,401.6822,0.7260,0
26,8,0,709.0833,223.3306,740.9140,279.0118,0.6747,0
26,7,3,542.5890,224.2648,567.4020,297.1018,0.4606,0
27,9,1,766.6541,201.8441,854.6735,411.9345,0.8591,0
27,11,3,295.0649,222.4257,343.7130,357.3466,0.8546,0
27,11,3,235.5773,220.7531,290.0651,367.4929,0.7984,0
27,8,0,624.5644,222.6792,641.9798,272.0796,0.7949,0
27,8,0,710.4973,219.5154,741.4460,279.1263,0.6921,0
27,14,2,839.5816,207.7544,918.4410,398.5977,0.6615,0
27,7,3,541.4861,224.3490,567.1174,297.2900,0.5246,0
27,7,3,466.5468,217.4560,482.5950,257.7343,0.3708,0
28,14,2,783.1187,200.2231,855.4871,411.3976,0.8439,0
28,11,3,295.4298,222.3935,344.1598,357.2961,0.8438,0
28,11,3,237.8226,220.9995,291.4878,367.3558,0.8025,0
28,8,0,624.5347,222.6884,642.0343,272.1623,0.7744,0
28,14,2,837.8283,211.1192,923.1413,401.1452,0.7199,0
28,8,0,712.8564,218.0768,741.3853,279.8092,0.6671,0
28,7,3,541.6486,224.3405,567.1494,297.3918,0.5354,0
28,9,1,777.6460,226.0808,793.4183,277.0089,0.5097,0
28,14,2,927.4400,251.1317,952.4507,328.5225,0.4866,0
28,8,0,736.7990,228.1195,751.9222,272.3892,0.4618,0
28,6,2,358.5950,234.4068,386.6581,287.8896,0.3859,0
29,9,1,788.7112,199.1539,862.0576,408.8652,0.8694,0
29,11,3,296.2878,222.1534,345.4723,357.0211,0.8212,0
29,11,3,237.5554,220.8077,291.6892,368.1360,0.8131,0
29,8,0,624.3997,222.7682,641.7360,272.2409,0.7898,0
29,8,0,715.6033,216.7820,741.0474,278.8952,0.7078,0
29,14,2,838.5984,206.8133,941.9982,400.3855,0.7059,0
29,8,0,737.9304,226.8631,752.4241,272.0083,0.4770,0
29,7,3,541.9557,224.2120,566.9131,297.0357,0.4564,0
29,9,1,777.7961,228.1847,793.4539,277.5069,0.4309,0
29,6,2,360.2112,229.2692,384.8174,287.6217,0.3700,0
30,9,1,800.1746,199.2466,869.5306,405.0333,0.8681,0
30,11,3,298.3389,221.8890,346.7213,356.9625,0.8276,0
30,14,2,839.3873,207.7777,945.7728,404.5601,0.8094,0
30,11,3,238.2586,221.6098,292.5245,369.1241,0.8034,0
30,8,0,624.6353,222.8152,641.8894,272.3412,0.7771,0
30,8,0,723.5272,215.7719,741.9334,277.6357,0.6047,0
30,7,3,542.4440,224.4080,566.9763,296.7599,0.4472,0
30,6,2,361.2955,229.4085,382.8025,287.8280,0.3984,0
30,8,0,740.1440,225.0334,754.5686,268.7216,0.3732,0
30,7,3,465.7448,215.6046,483.1989,258.4594,0.3686,0
31,9,1,802.4823,198.9311,879.3091,416.0490,0.8619,0
31,11,3,300.7889,222.5809,346.5970,356.8241,0.8471,0
31,11,3,238.3756,221.9538,293.6749,369.5683,0.8252,0
31,8,0,624.5604,222.8494,641.2905,272.2109,0.7733,0
31,14,2,839.3764,194.4542,959.1854,407.0233,0.7056,0
31,7,3,541.9650,224.9471,567.0325,297.5371,0.5589,0
31,8,0,741.3577,222.6038,759.3063,269.9342,0.5462,0
31,8,0,725.3015,215.0635,742.5477,278.1450,0.5441,0
31,9,1,777.8647,227.4447,794.2140,277.2708,0.4333,0
31,7,3,465.9288,216.2656,482.7794,258.1533,0.3972,0
31,6,2,361.0259,230.4288,381.1984,288.6677,0.3847,0
32,14,2,804.5950,199.5186,892.1983,422.3197,0.8734,0
32,11,3,300.9914,221.8395,346.5002,356.9720,0.8457,0
32,11,3,237.9882,222.1720,293.8835,370.9351,0.8195,0
32,8,0,624.5545,222.7715,641.3705,272.2256,0.7839,0
32,8,0,725.9935,214.2218,743.5373,277.6694,0.7118,0
32,14,2,861.5989,193.9258,960.0000,405.4287,0.6764,0
32,7,3,542.3088,225.5516,566.7781,297.7235,0.5879,0
32,8,0,742.1877,220.8734,760.8188,270.4727,0.5314,0
32,6,2,359.9924,229.0781,380.1681,288.1134,0.5255,0
32,7,3,466.0051,216.2088,482.8887,258.1953,0.3840,0
32,9,1,777.7289,219.8271,793.3247,276.8138,0.3579,0
33,11,3,302.0647,222.0155,346.7577,356.9898,0.8687,0
33,9,1,807.2551,198.8609,899.1470,412.8714,0.8342,0
33,11,3,238.5907,222.3134,294.3300,372.9029,0.8229,0
33,8,0,727.7553,214.4220,744.8421,277.5227,0.7658,0
33,8,0,624.6438,222.8942,641.3547,272.1738,0.7643,0
33,8,0,743.9116,223.0064,761.1897,266.5671,0.4996,0
33,6,2,360.2405,229.3199,379.7716,287.5944,0.4727,0
33,14,2,847.3137,214.1199,957.5286,407.2468,0.4563,0
33,11,3,340.3154,235.5976,366.6359,327.4996,0.4324,0
33,7,3,465.8837,216.7663,483.2954,259.3340,0.3527,0
33,9,1,777.0616,221.3678,792.4541,276.6996,0.3503,0
34,11,3,302.8795,222.1188,347.3032,356.9974,0.8575,0
34,9,1,812.0530,199.6669,900.2804,417.5102,0.8497,0
34,11,3,238.9115,222.3968,294.1572,373.2486,0.8217,0
34,8,0,728.7876,214.6070,745.1814,276.5803,0.7626,0
34,8,0,624.7998,222.8799,641.1320,272.1091,0.7513,0
34,14,2,858.7141,223.4891,957.9773,411.5785,0.5483,0
34,8,0,745.1006,223.1449,761.6590,265.9472,0.5396,0
34,6,2,361.1333,229.3573,379.8882,287.5651,0.4931,0
34,6,2,289.3179,223.6344,309.0889,296.7938,0.4801,0
34,7,3,542.5577,223.3900,567.4447,297.7144,0.4529,0
34,9,1,776.8285,223.7355,791.5105,276.5001,0.3666,0
35,11,3,303.7073,221.8102,347.1282,356.9713,0.8326,0
35,14,2,813.1839,199.9997,915.2044,429.0173,0.8040,0
35,11,3,239.5858,222.4259,294.4086,373.8608,0.7905,0
35,8,0,624.8490,222.9076,641.1255,272.1785,0.7421,0
35,8,0,729.5927,215.2704,747.7665,277.4288,0.7309,0
35,6,2,289.0231,225.2186,309.0711,296.7389,0.5340,0
35,6,2,361.4300,229.8324,380.1870,287.4467,0.4588,0
35,7,3,542.9341,223.3880,567.5204,297.5867,0.4482,0
35,14,2,888.2709,209.3196,958.1326,408.8720,0.4323,0
35,9,1,776.1168,221.2053,791.1753,276.6505,0.4089,0
36,9,1,814.8842,199.8677,942.9677,435.0205,0.8991,0
36,11,3,304.0393,221.5778,347.1445,356.7956,0.8538,0
36,8,0,625.9070,222.1316,642.2304,271.8851,0.7942,0
36,11,3,238.7292,222.3356,294.7461,365.9745,0.7833,0
36,8,0,729.8938,214.9346,749.3009,277.9020,0.6808,0
36,6,2,288.3363,224.2621,307.4300,293.8779,0.6102,0
36,7,3,543.3450,223.6947,566.5911,297.5025,0.4427,0
36,11,3,342.6973,233.2390,370.5577,328.7162,0.4276,0
36,7,3,466.0834,217.8440,482.5699,258.1777,0.3765,0
36,6,2,360.7515,229.4348,380.9431,288.6046,0.3551,0
37,9,1,815.0000,200.3511,948.7539,435.2079,0.9162,0
37,11,3,304.5659,221.8398,347.5543,356.8350,0.8581,0
37,8,0,626.3492,222.2593,642.1018,272.0941,0.7999,0
37,11,3,239.6012,222.7634,294.8731,370.3784,0.7378,0
37,8,0,730.0432,214.8518,752.0283,278.2845,0.7215,0
37,6,2,289.3708,225.1540,308.9495,295.8726,0.5586,0
37,7,3,543.3669,223.1328,567.0224,297.4424,0.4781,0
37,11,3,343.1255,230.2909,371.5936,329.0376,0.4610,0
38,9,1,815.7079,200.7972,949.3100,436.2639,0.9142,0
38,11,3,305.7159,221.7208,348.9165,356.8811,0.8496,0
38,8,0,627.4687,221.8749,641.9682,272.3248,0.8147,0
38,11,3,239.6474,222.6271,295.2973,370.2907,0.7517,0
38,8,0,730.5255,213.3743,753.8820,277.8642,0.7137,0
38,6,2,289.7979,227.2598,309.3229,295.5080,0.5817,0
38,11,3,342.2692,229.2589,370.3538,329.1309,0.4012,0
38,7,3,466.3638,217.9955,483.0045,259.1260,0.3803,0
39,14,2,816.7771,201.4512,957.1749,440.9629,0.9093,0
39,11,3,306.0698,221.6928,358.5804,356.8175,0.8272,0
39,11,3,238.8353,222.4844,295.0939,371.1178,0.7756,0
39,8,0,627.8603,222.0066,641.9232,272.1828,0.7433,0
39,8,0,730.6065,213.9642,756.3779,277.8766,0.7096,0
39,6,2,288.8110,226.1264,307.9253,293.3514,0.6231,0
39,6,2,359.3150,228.5890,381.0474,288.0022,0.3839,0
40,14,2,818.6131,201.3777,956.7789,442.8224,0.8978,0
40,11,3,306.6138,222.2639,353.3803,356.9853,0.8387,0
40,11,3,238.8057,222.6489,295.1636,373.3916,0.8063,0
40,8,0,627.9085,221.6439,642.1346,272.2291,0.7561,0
40,8,0,731.0944,214.5797,757.0938,278.3653,0.7330,0
40,6,2,289.8047,223.6763,308.8591,294.6224,0.6038,0
40,6,2,364.2784,228.8856,382.1838,284.3497,0.4543,0
40,11,3,343.5952,230.0499,372.5269,331.2872,0.4196,0
41,9,1,820.9927,200.5972,960.0000,440.7343,0.9031,0
41,11,3,306.9352,222.1197,353.2557,357.0201,0.8553,0
41,8,0,627.9598,222.1896,642.0892,272.0818,0.8149,0
41,11,3,238.4919,223.0457,294.7807,375.9819,0.7976,0
41,8,0,731.5132,215.0279,758.2986,278.3261,0.7321,0
41,6,2,290.0066,222.8235,307.1705,293.8479,0.5791,0
41,11,3,346.5115,231.5841,372.8844,331.8818,0.3937,0
41,6,2,365.6949,228.9617,382.4433,281.3753,0.3804,0
42,9,1,827.5119,197.2088,960.0000,439.3871,0.8807,0
42,11,3,307.6704,222.4554,353.8695,357.0372,0.8622,0
42,11,3,237.5007,222.5152,294.7904,377.7413,0.8080,0
42,8,0,627.9783,221.4025,641.9881,271.9617,0.6821,0
42,8,0,733.4708,215.0448,759.4117,277.9764,0.6507,0
42,6,2,289.6638,222.6089,307.0657,293.9251,0.6109,0
42,11,3,347.5473,229.3071,375.9829,332.2438,0.4530,0
42,7,3,466.2281,217.7702,482.6927,258.6561,0.3659,0
43,14,2,835.5143,197.6265,954.2009,436.8271,0.8866,0
43,11,3,308.0404,222.7124,353.9432,356.9815,0.8598,0
43,11,3,237.1047,222.2601,294.7908,379.3691,0.8060,0
43,8,0,627.8289,221.4274,642.0168,271.8425,0.7243,0
43,6,2,289.7085,222.6110,307.0192,294.3951,0.5748,0
43,8,0,735.2676,214.6812,773.3792,278.0153,0.5680,0
43,11,3,347.7363,229.1433,373.4681,332.4046,0.5610,0
43,6,2,363.3715,227.6449,382.5503,283.4485,0.3617,0
44,9,1,847.0669,196.4609,952.2086,436.7696,0.8897,0
44,11,3,308.0392,222.9178,355.0835,357.0970,0.8546,0
44,11,3,237.9627,223.4841,294.5721,380.9658,0.8261,0
44,8,0,628.1291,221.3727,642.4218,271.9770,0.6736,0
44,8,0,739.7730,217.3828,758.1781,277.6673,0.6656,0
44,11,3,348.0141,229.3555,373.6655,332.4268,0.5755,0
44,6,2,289.2839,220.4592,306.7280,294.4082,0.5372,0
44,7,3,542.3756,224.7949,566.4612,297.8385,0.4511,0
45,9,1,856.0759,195.9786,952.4997,435.4636,0.8914,0
45,11,3,308.3690,222.6850,354.8696,357.3213,0.8565,0
45,11,3,237.8263,223.3257,294.8832,381.3599,0.8359,0
45,8,0,628.2087,221.4698,642.7830,271.8282,0.6934,0
45,6,2,288.7439,219.6590,306.7944,294.5731,0.5483,0
45,8,0,742.7066,217.0228,758.6822,276.8629,0.5299,0
45,11,3,348.3297,228.0054,377.6325,332.5503,0.4781,0
45,7,3,542.2434,224.6747,566.1595,297.6043,0.4239,0
46,9,1,887.7208,193.2506,953.0546,435.5558,0.8671,0
46,11,3,308.7761,222.2842,354.8481,357.3746,0.8431,0
46,11,3,237.9669,223.0462,294.6112,381.4917,0.8351,0
46,8,0,628.3051,220.7664,643.1660,271.9898,0.5294,0
46,11,3,348.3009,228.2555,376.6505,332.3478,0.5102,0
46,6,2,289.8440,221.0467,310.1149,295.7047,0.5072,0
46,7,3,542.2345,224.2034,566.3741,297.9171,0.4255,0
46,8,0,744.9495,215.8745,761.3695,276.3917,0.3718,0
47,9,1,882.3318,193.0862,958.4587,433.2600,0.8794,0
47,11,3,309.0554,222.1414,356.8992,357.4524,0.8452,0
47,11,3,236.5138,221.5941,295.2099,381.5664,0.8339,0
47,6,2,287.6702,224.3358,307.0258,294.4216,0.6005,0
47,11,3,348.5930,230.0636,376.3258,331.9772,0.5193,0
47,7,3,542.2655,224.1151,566.6214,297.7863,0.4323,0
47,8,0,628.8180,221.6685,642.8529,272.1266,0.4101,0
47,9,1,834.6451,217.6358,864.0152,291.0635,0.3608,0
48,11,3,309.5183,222.3459,356.6439,357.2178,0.8524,0
48,9,1,895.2754,194.9993,959.4435,431.3580,0.8522,0
48,11,3,236.1049,221.0401,295.0474,381.2672,0.8302,0
48,8,0,629.3166,222.8569,644.4682,272.1656,0.6588,0
48,6,2,288.6713,222.7008,306.7657,294.8830,0.5476,0
48,11,3,348.0630,229.1892,376.3382,332.3538,0.4817,0
48,7,3,504.3946,222.9920,526.5850,264.1588,0.4290,0
48,7,3,466.4547,216.9752,483.1839,259.1190,0.3587,0
