frame_id,person_count
343,7
344,5
345,4
346,5
347,5
348,6
349,7
350,6
351,7
352,7
353,7
354,7
355,7
356,5
357,5
358,8
359,6
360,6
361,7
362,9
363,8
364,7
365,7
366,6
367,5
368,5
369,7
370,6
371,6
372,6
373,6
374,7
375,9
376,8
377,6
378,7
379,7
380,7
381,8
382,7
383,6
384,6
385,6
386,6
387,6
388,7
389,8
390,8
391,7
392,8
393,8
394,8
395,9
396,8
397,7
398,8
399,8
400,7
401,7
402,7
403,7
404,8
405,6
406,8
407,8
408,9
409,8
410,8
411,10
412,9
413,7
414,7
415,8
416,9
417,8
418,9
419,9
420,10
421,11
422,9
423,10
424,10
425,9
426,9
427,9
428,10
429,10
430,10
431,11
432,9
433,10
434,10
435,8
436,9
437,9
438,8
439,7
440,10
441,9
442,10
443,11
444,12
445,14
446,14
447,11
448,12
449,13
450,13
451,9
452,9
453,10
454,10
455,9
456,11
457,10
458,10
459,9
460,9
461,10
462,11
463,11
464,9
465,10
466,11
467,11
468,11
469,10
470,12
471,9
472,11
473,10
474,11
475,11
476,12
477,15
478,13
479,14
480,14
481,15
482,16
483,15
484,15
485,14
486,15
487,12
488,14
489,14
490,15
491,12
492,14
493,14
494,14
495,15
496,13
497,13
498,15
499,16
500,12
501,15
502,14
503,15
504,15
505,15
506,15
507,15
508,16
509,15
510,15
511,16
512,18
513,18
514,17
515,19
516,16
517,17
518,17
519,18
520,17
521,16
522,16
523,15
524,15
525,15
526,14
527,11
528,14
529,14
530,14
531,13
532,14
533,13
534,14
535,13
536,15
537,14
538,14
539,14
540,14
541,15
542,14
543,15
544,14
545,14
546,14
547,13
548,14
549,12
550,11
551,12
552,11
553,12
554,13
555,12
556,13
557,12
558,11
559,12
560,10
561,12
562,11
563,11
564,10
565,10
566,12
567,12
568,12
569,11
570,12
571,11
572,11
573,11
574,12
575,12
576,10
577,13
578,12
579,12
580,11
581,12
582,10
583,10
584,12
585,12
586,13
587,10
588,11
589,11
590,12
591,13
592,10
593,11
594,12
595,10
596,10
597,11
598,10
599,11
600,2
601,2
602,3
603,3
604,6
605,6
606,5
607,5
608,5
609,6
610,6
611,7
612,6
613,6
614,6
615,8
616,8
617,7
618,6
619,7
620,5
621,8
622,6
623,7
624,5
625,5
626,5
627,5
628,5
629,4
630,5
631,8
632,5
633,7
634,9
635,9
636,8
637,8
638,9
639,9
640,8
641,11
642,10
643,9
644,10
645,10
646,9
647,8
648,8
649,8
650,8
651,10
652,10
653,10
654,10
655,10
656,11
657,9
658,10
659,10
660,10
661,10
662,10
663,10
664,9
665,10
666,12
667,11
668,12
669,12
670,12
671,14
672,13
673,12
674,11
675,11
676,10
677,12
678,11
679,10
680,11
681,10
682,10
683,11
684,6
685,8
686,9
687,12
688,12
689,12
690,10
691,9
692,11
693,11
694,11
695,10
696,10
697,11
698,9
699,14
700,13
701,10
702,12
703,11
704,12
705,14
706,15
707,13
708,9
709,11
710,10
711,9
712,8
713,8
714,8
715,10
716,11
717,8
718,10
719,13
720,7
721,9
722,8
723,13
724,13
725,11
726,11
727,11
728,12
729,14
730,13
731,13
732,11
733,15
734,12
735,12
736,10
737,12
738,14
739,12
740,12
741,13
742,16
743,12
744,10
745,11
746,10
747,11
748,9
749,9
750,10
751,8
752,10
753,12
754,10
755,10
756,10
757,9
758,10
759,8
760,11
761,11
762,11
763,10
764,8
765,9
766,10
767,10
768,9
769,9
770,8
771,8
772,8
773,8
774,5
775,7
776,9
777,10
778,10
779,13
780,9
781,9
782,9
783,11
784,11
785,9
786,9
787,11
788,12
789,11
790,10
791,10
792,8
793,9
794,9
795,9
796,9
797,9
798,10
799,11
800,11
801,11
802,13
803,10
804,7
805,8
806,9
807,8
808,6
809,7
810,9
811,9
812,12
813,8
814,10
815,6
816,8
817,9
818,8
819,7
820,8
821,10
822,10
823,14
824,11
825,12
826,13
827,13
828,12
829,12
830,14
831,12
832,14
833,13
834,11
835,11
836,12
837,12
838,11
839,9
840,11
841,9
842,9
843,11
844,13
845,11
846,12
847,9
848,14
849,13
850,14
851,17
852,13
853,14
854,15
855,13
856,15
857,13
858,13
859,13
860,12
861,10
862,9
863,10
864,11
865,13
866,12
867,14
868,11
869,10
870,10
871,11
872,11
873,8
874,11
875,10
876,11
877,17
878,13
879,10
880,14
881,13
882,15
883,15
884,19
885,15
886,14
887,12
888,17
889,16
890,10
891,13
892,11
893,13
894,13
895,15
896,14
897,11
898,15
899,11
900,13
901,12
902,13
903,14
904,14
905,9
906,9
907,7
908,8
909,10
910,12
911,10
912,11
913,14
914,11
915,11
916,11
917,9
918,11
919,11
920,11
921,12
922,13
923,12
924,11
925,13
926,14
927,11
928,13
929,12
930,13
931,8
932,9
933,11
934,11
935,8
936,8
937,10
938,7
939,7
940,11
941,12
942,15
943,15
944,15
945,12
946,10
947,10
948,10
949,11
950,10
951,10
952,10
953,12
954,11
955,11
956,12
957,10
958,11
959,9
960,10
961,10
962,11
963,10
964,8
965,9
966,10
967,8
968,9
969,9
970,9
971,10
972,11
973,11
974,11
975,11
976,12
977,10
978,11
979,12
980,15
981,13
982,8
983,8
984,4
985,5
986,5
987,7
988,5
989,5
990,6
991,6
992,6
993,7
994,4
995,5
996,7
997,6
998,4
999,6
1000,6
1001,5
1002,6
1003,3
1004,4
1005,3
1006,2
1007,3
1008,4
1009,4
1010,3
1011,3
1012,3
1013,3
1014,5
1015,4
1016,4
1017,3
1018,4
1019,4
1020,4
1021,6
1022,6
1023,6
1024,4
1025,4
1026,6
1027,6
1028,8
1029,9
1030,9
1031,9
1032,11
1033,10
1034,8
1035,6
1036,7
1037,7
1038,10
1039,6
1040,5
1041,5
1042,5
1043,6
1044,10
1045,9
1046,10
1047,11
1048,13
1049,13
1050,12
1051,13
1052,15
1053,12
1054,14
1055,14
1056,17
1057,15
1058,14
1059,14
1060,12
1061,13
1062,10
1063,9
1064,11
1065,15
1066,14
1067,14
1068,12
1069,13
1070,15
1071,11
1072,13
1073,12
1074,13
1075,12
1076,12
1077,10
1078,11
1079,11
1080,12
1081,9
1082,11
1083,12
1084,11
1085,10
1086,9
1087,12
1088,11
1089,11
1090,12
1091,14
1092,9
1093,14
1094,10
1095,12
1096,10
1097,11
1098,10
1099,11
1100,13
1101,12
1102,7
1103,9
1104,9
1105,11
1106,12
1107,12
1108,11
1109,11
1110,12
1111,13
1112,14
1113,16
1114,12
1115,14
1116,10
1117,14
1118,11
1119,10
1120,11
1121,7
1122,7
1123,10
1124,9
1125,11
1126,11
1127,11
1128,13
1129,11
1130,11
1131,10
1132,13
1133,12
1134,13
1135,13
1136,16
1137,14
1138,17
1139,18
1140,16
1141,15
1142,14
1143,14
1144,14
1145,13
1146,10
1147,13
1148,13
1149,11
1150,11
1151,13
1152,13
1153,11
1154,12
1155,12
1156,15
1157,15
1158,13
1159,13
1160,12
1161,11
1162,10
1163,10
1164,10
1165,11
1166,10
1167,12
1168,10
1169,10
1170,12
1171,10
1172,11
1173,8
1174,10
1175,8
1176,7
1177,5
1178,4
1179,7
1180,10
1181,10
1182,10
1183,10
1184,9
1185,11
1186,8
1187,9
1188,8
1189,9
1190,11
1191,8
1192,6
1193,9
1194,8
1195,8
1196,8
1197,8
1198,7
1199,6
