rank,hostname,tasks_done,frames_done,compute_ms,io_ms,yolo_ms,comm_ms,idle_ms
0,Phams-MacBook-Air.local,6000,1200,222808.8618,0.0000,222805.4720,2152.6767,2243.4646
1,Phams-MacBook-Air.local,6000,0,225052.3264,0.0000,225049.1461,0.6522,0.0000
2,Phams-MacBook-Air.local,6000,0,224154.1341,0.0000,224151.0887,826.5368,898.1923
3,Phams-MacBook-Air.local,6000,0,221331.1909,0.0000,221328.0544,3554.9868,3721.1355
