label,rank_count,total_tasks,compute_s_max,compute_s_min,compute_s_avg,comm_s_total,idle_s_total,idle_gap_ratio,load_balance_pass
grid_5x4,12,3000,25.263289,4.455240,9.132549,230.059135,193.568871,0.823648,NO
