run_id,language,detector,model,device,imgsz,frames,tile_grid,num_tasks,overlap,tile_owner_filter,dedup_ios,dedup_center,dedup_axis_overlap,dedup_gap,dedup_near_camera,dedup_large_area_ratio,dedup_merge,schedule,chunk_size,comm_mode,master_compute,world_size,video_width,video_height,total_ms_with_comm,total_ms_without_comm,compute_ms_max,compute_ms_avg,comm_ms_total,io_ms_total,yolo_ms_total,idle_ms_total,load_imbalance,avg_count,correctness_pass
find_N_300,C++17/OpenMPI,yolo,models/yolo11n.pt,cpu,320,300,5x4,6000,64,1,0.7000,0.3000,0.7000,0.0800,0,0.1200,1,static,1,nonblocking,1,12,960,540,17613.6573,15294.5632,15294.5632,14052.6567,3431.4802,0.0000,168629.0025,14902.8780,1.0884,10.8033,
